ResultID,MainStoryPac,LoopNum,StoryNum,EndingString,BattleResult,Text_Kr,Text_En
11088,1000001,106,10000042,1001,20000003,"승리도, 믿음도 잃었다. 과연 이 전쟁은 나를 어디로 이끄는걸까?",
11089,1000001,106,10000043,1001,20000001,박사의 도움 없이 해낼 것이다. 이 승리가 그 초석이 될 것이다.,
11090,1000001,106,10000043,1001,20000002,"이 전쟁의 끝은 보이지만, 과연 내 전쟁의 끝은 어딜까.",
11091,1000001,106,10000043,1001,20000003,역시 박사 없이는 안되는 것인가.. 지휘관으로서 내 한계인가.,
11092,1000001,107,10000047,1002,20000001,"첫 승리, 뭔가 당연한 기분이다. 기쁨이 그리 크지 않은 이유는 뭘까?",
11093,1000001,107,10000047,1002,20000002,"결과에 무던해지는 것 같다. 이 결과도 언젠가 경험한 것이 아닐까.",
11094,1000001,107,10000047,1002,20000003,"직감을 따랐다면 지지 않았을 것이다. 어째서 그런 직감이 든걸까.. 그리고 왜 난 직감에 따르지 않았던 걸까?",
11095,1000001,107,10000048,1002,20000001,"후원을 받으면 더욱더 내 부대는 강해질 것이다. 승리도 당연해 지겠지.",
11096,1000001,107,10000048,1002,20000002,"아직 부대 상황이 그렇게 좋지 못하다. 그럼에도 잘 싸워주었다. 프란츠의 아들들이여.",
11097,1000001,107,10000048,1002,20000003,"큰 패배는 아니였지만.. 이제부터 내 공적은 보급에 큰 영향을 줄 것이다. 분발하자..",
11098,1000001,107,10000049,1002,20000001,"확실히 박사는 이상한 양반이지만 기술만은 확실하다. 덕분에 쟁취한 승리다.",
11099,1000001,107,10000049,1002,20000002,"박사의 기술이 없었다면 위험할뻔 했군.. 그래도 너무 기술에 의존하진 말자.",
11100,1000001,107,10000049,1002,20000003,너무 무모한 전투였나.. 아군의 피해가 심각하다.,
11101,1000001,107,10000050,1002,20000001,"평화로움도 잠시, 전쟁은 계속되는군. 그래도 잘 이겨냈다 프란츠의 아들들이여. 자랑스럽다!",
11102,1000001,107,10000050,1002,20000002,"적, 아군 할 것 없이 병사들 사이에서 휴전 이야기가 나오는 것 같다. 이번 전투는 모두가 적극적이지 않았다.",
11103,1000001,107,10000050,1002,20000003,"너무 방심했나.. 저메니는 내 생각만큼 평화의 분위기에 취해있지 않았던 것 같다.",
11104,1000001,107,10000051,1002,20000001,"저메니의 사기가 떨어지고 우리 프란츠의 사기가 오르는 것 같다. 지난번 보급로 습격이 도움이 많이 된것 같군.",
11105,1000001,107,10000051,1002,20000002,"그래도 보급로는 막혀가고 있다. 이번엔 저메니가 버텨냈지만 앞으로는 모른다.",
11106,1000001,107,10000051,1002,20000003,"이럴수가.. 혹시 다른 보급로를 가지고 있던 것인가.. 예상밖의 전력이었다..",
11107,1000001,107,10000052,1002,20000001,"전쟁의 끝이 보여간다. 하지만 나의 전쟁은 아직이다. 기다려라 원하는 대로는 안될 것이다. 박사.",
11108,1000001,107,10000052,1002,20000002,"서로 계속 버텨내기만 하는 전쟁도 이제 슬슬 끝이 보이는 것 같다.",
11109,1000001,107,10000052,1002,20000003,"모두가 많은 실수를 했고, 이번 전투는 내 실수다. 과연 실수들이 모여 어떤 결말을 만들어 내는 것일까.",
11110,1000001,108,10000056,1003,20000001,알고있다. 기쁘지 않다. 이건 내 첫 승리가 아냐.,
11111,1000001,108,10000056,1003,20000002,"이전과 같았는데.. 왜 다른 결과가 된 것이지? 아직도 이 인과관계가 이해가 되지 않는다.",
11112,1000001,108,10000056,1003,20000003,"이전과 같았는데.. 왜 난 패배한 것인가.. 알 수 없다. 뭐가 달랐던 거지..",
11113,1000001,108,10000057,1003,20000001,"강한 화력엔 당연히 큰 승리가 따라온다. 수십번..아니 수백번.. 아니 몇번인지도 모르는 전투를 거치며 알게됬지.",
11114,1000001,108,10000057,1003,20000002,"강한 화력이라고 해도 역시 물량공세에는 안되는 것인가. 그것을 모두 뚫지 못했다.",
11115,1000001,108,10000057,1003,20000003,"인간의 몸이 그정도로 단단할 줄이야.. 그렇게 많은 병사들을 희생시키다니 저들은 괴물이다.",
11116,1000001,108,10000058,1003,20000001,찝찝한 마음이라 그런지 이번 승리가 그리 기쁘지만은 않다.,
11117,1000001,108,10000058,1003,20000002,"집중력이 무너진 것일까.. 박사의 질문들과 말들이 맴돌아 겨우 막아내기에 그쳤다.",
11118,1000001,108,10000058,1003,20000003,"난 스스로 선택한 거야.. 내 스스로 모든 것을. 그러니 이 결과는.. 내가 만들어낸 거야.",
11119,1000001,108,10000059,1003,20000001,"평화는 오래가지 못했다. 그럼에도 프란츠의 아들들은 이겨냈다. 그 고통을, 이 전투를!",
11120,1000001,108,10000059,1003,20000002,"평화의 단물을 너무 맛본 것 같다. 병사들의 사기가 떨어진 것 같군..",
11121,1000001,108,10000059,1003,20000003,"유효타를 허용하다니.. 평화라는 단꿈에 너무 젖었나 보다.. 앞으로 방심하지 않겠다.",
11122,1000001,108,10000060,1003,20000001,"넉넉하지 않은 상황 속에서 우리 병사들은 승리를 일구어 냈다. 이제 계속 승리 만이 기다리고 있다.",
11123,1000001,108,10000060,1003,20000002,거센 공격에 버텨냈다. 이제 방패가 아닌 창을 들 시간이다.,
11124,1000001,108,10000060,1003,20000003,제때 보급만 되었어도 우리가 지는 일은 없었을 것이다..,
11125,1000001,108,10000061,1003,20000001,"이제 전쟁도 끝이 보인다. 하지만 내 앞은 아직 터널 속에 있는 것 같다.",
11126,1000001,108,10000061,1003,20000002,"쓰러지지 않았다. 우린 총력을 다해 싸웠고 우리가 가진것을 지켜냈다.",
11127,1000001,108,10000061,1003,20000003,"괜찮아.. 전선이 이곳만 있는 것이 아니다.. 후방의 부대와 합류하여 다음을 기약하자..",
