ID,EndingTitle,PlayThrough,EndingString,Karma_Rate,EndingCutScene_ID,BG_ID,SFX_ID,Text_Kr,Text_En,Direction,Fade_Out_Color
50019,3004,1,1002,2001,400000007,100000005,,전쟁은 서로 큰 손상만을 남기고 휴전이라는 애매한 결말을 남겼다.,,,
50020,3004,1,1002,2001,400000007,100000005,,나의 공로는 인정받았지만.. 지긋지긋하다.,,,
50021,3004,1,1002,2001,400000007,100000005,,나는 군인을 그만 두고 고향으로 돌아가리.,,,
50022,3004,1,1002,2001,400000008,100000005,,짐을 정리하던 중 나를 찾아온 슈뢰딩거 박사는 차나 한잔 하자고 한다.,,Fade_In,
50023,3004,1,1002,2001,400000008,100000005,,“자네.. 근데 아직 승리하지 못하지 않은가?”,,,
50024,3004,1,1002,2001,400000008,100000005,,슈뢰딩거 박사의 은은한 미소진 얼굴이 점점 흐려지며 번진다.,,,
50025,3004,1,1002,2001,400000008,100000005,1000000014,내.. 눈이 서서히 감기고 고개가 책상위로 떨어진다.,,Fade_Out,Black
50026,3005,1,1002,2002,400000009,100000005,,전쟁은 서로에게 씻을 수 없는 상처만을 남긴다.,,Fade_In,
50027,3005,1,1002,2002,400000009,100000005,,분명 나도 누군가에게 큰 상처를 남겼을 것이다.,,,
50028,3005,1,1002,2002,400000009,100000005,,이를 평생 속죄하며 살아가야 하지 않겠는가…,,,
50029,3005,1,1002,2002,400000010,100000005,,“지휘관. 자네랑 신부복은 안어울리는구만.. 아직 그대는 승리하지 못했네.”,,Fade_In,
50030,3005,1,1002,2002,400000010,100000005,,교회에서 기도를 마치고 나온 내 앞에 슈뢰딩거 박사가 서있다.,,,
50031,3005,1,1002,2002,400000010,100000005,1000000014,세상이 점점 기울고 나는 곧 어깨와 머리에 통증을 느끼며 눈이 감긴다.,,Fade_Out,Black
50032,3006,1,1002,2003,400000011,100000005,,이 전쟁에 모두가 범죄자다.,,Fade_In,
50033,3006,1,1002,2003,400000011,100000005,,그래. 나만 잘 못한게 아니다. 나만 나쁜게 아니다.,,,
50034,3006,1,1002,2003,400000011,100000005,,모두가 손에 피를 묻혔다… 이것 때문에 내가 평생 감옥살이라는 건 말도 안된다.,,,
50035,3006,1,1002,2003,400000012,100000005,,“지휘관. 이 일을 만회 할 수 있는 기회를 준다면.. 아니 딱봐도 수락하겠군.”,,Fade_In,
50036,3006,1,1002,2003,400000012,100000005,,지휘도 명예도 잃은 내 초라한 모습 앞에 비웃듯 킥킥대는 슈뢰딩거 박사.,,,
50037,3006,1,1002,2003,400000012,100000005,1000000014,기회를 달란 말을 하기도 전에 내 몸은 앞으로 고꾸라지며 눈이 감긴다.,,Fade_Out,Black
50038,3007,1,1003,2001,400000013,100000006,,그 동안의 전쟁은 프란츠의 병사들을 좀먹고 있었다.,,Fade_In,
50039,3007,1,1003,2001,400000013,100000006,,우린 전력을 다했지만 패했다.,,,
50040,3007,1,1003,2001,400000014,100000006,,하지만 이 전쟁에 있어 난 인간으로서 임했다.,,Fade_In,
50041,3007,1,1003,2001,400000014,100000006,,저메니의 포로가 되었지만.. 짐승이 되었던 다른 이들과 달리 난 풀려날 수 있었다.,,,
50042,3007,1,1003,2001,400000015,100000006,,“지휘관. 내가 이전에 말했지. 이길 때까지 전쟁을 계속하게 해준다고.”,,Fade_In,
50043,3007,1,1003,2001,400000015,100000006,,풀려난 내앞에 멀끔한 양복을 차려입은 슈뢰딩거 박사는 사람좋은 미소를 보인다.,,,
50044,3007,1,1003,2001,400000015,100000006,1000000014,전쟁은 더 이상 사양이다.. 그러나 입에서 아니라는 말이 나오기도 전에 세상이 흐려지다 암전된다.,,Fade_Out,Black
50045,3008,1,1003,2002,400000017,100000006,,전쟁 범죄? 이미 죽고 죽이는 전쟁에서 누가 덜하고 누가 더했는가가 뭐가 중요한가.,,Fade_In,
50046,3008,1,1003,2002,400000016,100000006,,하지만 인간으로서의 최소한.. 그 최소한도 지키지 못한 자들의 말로가 저리 비참하다.,,Fade_In,
50047,3008,1,1003,2002,400000016,100000006,,내눈 앞에 고개숙여 끌려가는 짐승들. 나는 다르다. 나는 최소한 인간으로서의 도리는 다했다.,,,
50048,3008,1,1003,2002,400000017,100000006,,그런데도 30년을 옥살이를 하라니… 저메니.. 이 위선적인 놈들..,,Fade_In,
50049,3008,1,1003,2002,400000018,100000006,,“다시한다면 더 나은 결말을 만들 수 있을 것 같나? 지휘관?”,,,
50050,3008,1,1003,2002,400000018,100000006,,나는 슈뢰딩거 박사의 한줄기 빛 같은 저 말에 미친듯이 고개를 흔든다.,,,
50051,3008,1,1003,2002,400000018,100000006,1000000014,내 눈앞의 빛들이 점점 번지다 어두워진다.,,Fade_Out,Black
50052,3009,1,1003,2003,400000019,100000006,,최악의 전쟁 범죄자. 그게 나다. 단 3년만에 수십만명을 학살한 범죄자.,,Fade_In,
50053,3009,1,1003,2003,400000019,100000006,,말은 바로 해야지.. 저메니 놈들.. 마치 저들 손에는 피가 안 묻은듯 고결하게 말한다.,,,
50054,3009,1,1003,2003,400000019,100000006,,역겨운 놈들.. 역겨운 놈들.. 읊으며 오늘도 폐허가 된 건물에 숨어들어 음식이 있나 찾아본다.,,,
50055,3009,1,1003,2003,400000020,100000006,1000000016,“이야 지휘관.. 꼴이 말이 아니구만. 흐히히히히헤헤헤헤 학살자의 말로!”,,Fade_In,
50056,3009,1,1003,2003,400000020,100000006,1000000004,나를 조롱하듯 비릿한 웃음을 진 슈뢰딩거 박사는 연신 킥킥대더니 보란듯이 심장에 총알을 박아 넣었다.,,,
50057,3009,1,1003,2003,400000021,100000006,,“다시 한번 기회를 줄테니.. 실망시키지 말라고. 어이”,,Fade_In,
50058,3009,1,1003,2003,400000021,100000006,,가슴으로 부터 시작해 뜨거워지는 느낌. 그리고 내 머리를 툭툭 차는 가죽 구두의 촉감. 손목이… 손목이 아파온다… 눈이..감긴다.,,Fade_Out,Red
50059,3010,2,1001,2001,,100000004,,전쟁을 승리로 이끈 나는 명장이라 불리며 백작의 작위까지 수여 받는다.,,,
50060,3010,2,1001,2001,,100000004,,오늘 작위 수여식을 위해 긴장되는 마음을 가라 앉히며 가볍게 몸을 풀어본다.,,,
50061,3010,2,1001,2001,,100000004,,왕궁을 지키는 병사들도 내 얼굴을 알아보고 사진을 찍고 악수를 한다.,,,
50062,3010,2,1001,2001,,100000004,,순간 내 주변의 사람들이 마치 얼어 붙은 듯 멈췄고 그들 사이에서 홀로 나를 향해 걸어오는 실루엣이 보인다.,,,
50063,3010,2,1001,2001,,100000004,,“지휘관. 아.. 충분히 멋진 활약이였어. 그런데.. 조금만 더 하면 될 것 같은데.”,,,
50064,3010,2,1001,2001,,100000004,1000000014,박사의 비릿한 냉소. 그 냉소가 번지며 몸은 중심을 잃고 눈이 감긴다.,,,
50065,3011,2,1001,2002,,100000004,,"난 국왕 폐하가 준다는 작위도, 군대에서의 명예와 지위도 모두 버리고 고향 시골로 돌아갔다.",,,
50066,3011,2,1001,2002,,100000004,,이제 전쟁은 지긋지긋하다.,,,
50067,3011,2,1001,2002,,100000004,,내손에 묻힌 피가 너무나도 많다. 하지만 동시에 난 계속해서 어쩔 수 없었다란 말만 반복한다.,,,
50068,3011,2,1001,2002,,100000004,,“지휘관 집이 좋구만 그래. 근데.. 아직 난 자네가 필요해서 말이야.”,,,
50069,3011,2,1001,2002,,100000004,,예정도 없던 방문객이다.,,,
50070,3011,2,1001,2002,,100000004,1000000014,박사를 부르려 하기도 전에 난 쇼파에 쓰러져 눈이 감긴다.,,,
50071,3012,2,1001,2003,,100000004,,전쟁은 프란츠 제국의 승리로 끝나며 나에겐 작위가 하사 되었다.,,,
50072,3012,2,1001,2003,,100000004,,저메니는 패배를 인정하며 결국 프란츠의 속국이 되었고 프란츠 제국은 역사에 다신 없을 눈부신 발전을 이룩 할 것이다.,,,
50073,3012,2,1001,2003,,100000004,,하지만 전쟁의 상처는 국가 뿐만이 아닌 내게도 남아 술이 없으면 잠을 잘 수 없는 상태가 되었다.,,,
50074,3012,2,1001,2003,,100000004,,나도 시켜서 한 것 이다.. 내 잘못이 아니다.. 그때는 모두가 잔혹했다..,,,
50075,3012,2,1001,2003,,100000004,,“시켜서..했다? 얼추 맞는 말인데.. 지휘관. 너가 선택한 거잖아.”,,,
50076,3012,2,1001,2003,,100000004,,술에 취해서 일까 몸을 가누지 못하고 쓰러진 내 손엔 박사에게 던지기 위한 술병이 그대로 쥐어져 있다.,,,
50077,3012,2,1001,2003,,100000004,1000000014,미친 듯이 잠이온다.,,,
50078,3013,2,1002,2001,,100000005,,휴전. 드디어 윗 사람들은 전쟁이 얻는 것이 없다는 것을 알았다.,,,
50079,3013,2,1002,2001,,100000005,,많은 병사들의 지지 덕에 난 영웅이나 명장은 될 수 없었으나 군사학교의 평범한 교수가 됬다.,,,
50080,3013,2,1002,2001,,100000005,,평범한 하루 평범한 생활 이것이 이토록 행복한 것이라는 것을 전쟁은 알려줬다.,,,
50081,3013,2,1002,2001,,100000005,,“교수님. 2차 대전은.. 아직 이기지 못하신거 아닌가요?”,,,
50082,3013,2,1002,2001,,100000005,,교편을 잡은지 10년. 손을 들고 질문을 하는 학생은 그때 그모습의 박사다.,,,
50083,3013,2,1002,2001,,100000005,,순간 소름이 돋으며 기억난 그말. 이길 때까지 이 전쟁을 할 수 있게 해주지.,,,
50084,3013,2,1002,2001,,100000005,1000000014,난 서서히 눈을 감으며 학생들의 걱정어린 탄성을 듣는다.,,,
50085,3014,2,1002,2002,,100000005,,전쟁은 모든걸 파괴한다. 그리고 나는 이 파괴에 일조한 사람이다.,,,
50086,3014,2,1002,2002,,100000005,,이 무거운 마음을 덜어내기 위해선 다시 이것을 쌓아올리는 일을 해야한다.,,,
50087,3014,2,1002,2002,,100000005,,벽돌을 날라가며 시민들을 도와 다시 도시의 재건을 돕는다.,,,
50088,3014,2,1002,2002,,100000005,,내 지위도 직급도 중요하지 않다. 속죄의 길이다.,,,
50089,3014,2,1002,2002,,100000005,,“지휘관. 후회하는 마음으로 도시의 재건을 돕는건가? 내가 더 좋은 방법을 알지.”,,,
50090,3014,2,1002,2002,,100000005,,익숙한 목소리에 고개가 다 돌아가기도 전에 내몸은 쓰러저 내린다.,,,
50091,3014,2,1002,2002,,100000005,1000000014,익숙한 신발이 보이며 내 눈이 서서히 감긴다.,,,
50092,3015,2,1002,2003,,100000005,,휴전이 되며 다시 윗대가리들 끼리의 모략이 시작된다.,,,
50093,3015,2,1002,2003,,100000005,,양국의 전쟁 범죄자를 교환하는.,,,
50094,3015,2,1002,2003,,100000005,,국왕이 자기 자리를 위해 나를 판 것이겠지.,,,
50095,3015,2,1002,2003,,100000005,,덜컹거리는 창살너머로 익숙한 실루엣이 보인다.,,,
50096,3015,2,1002,2003,,100000005,,슈뢰딩거 박사. 나는 그를 부르 짖으며 손을 내민다.,,,
50097,3015,2,1002,2003,,100000005,,“지휘관. 이 모든걸 돌이키게 해줄게. 실망시키지마.”,,,
50098,3015,2,1002,2003,,100000005,1000000014,창살 너머의 풍경이 흐릿해지며 눈이 감긴다.,,,
50099,3016,2,1003,2001,,100000006,,폐허가 되어버린 도시에는 이제 저메니의 병사들이 순찰 조차 안온다.,,,
50100,3016,2,1003,2001,,100000006,,이집 저집을 숨어들며 먹을 수 있는 건 모두 뜯어 먹고 있다.,,,
50101,3016,2,1003,2001,,100000006,,그러다 어린 소녀를 발견했다.,,,
50102,3016,2,1003,2001,,100000006,,나는 몰라도.. 이 아이는 이 폐허에 있는건 위험하다.,,,
50103,3016,2,1003,2001,,100000006,1000000004,피난자 캠프 앞. 난 저메니 병사들에게 쫒기고 있다. 조금만 더 가면 된다.,,,
50104,3016,2,1003,2001,,100000006,1000000014,말이 나오지 않는다. 그저 손가락으로 앞을 가리킬 뿐이다.,,,
50105,3016,2,1003,2001,,100000006,,“눈물 겹네 지휘관. 아주 안쓰러워.”,,,
50106,3016,2,1003,2001,,100000006,,뛰어가는 아이 뒤로 박사의 씨익웃는 얼굴이 보인다. 아니. 이제 보이지 않는다.,,,
50107,3017,2,1003,2002,,100000006,,나와 같이 살아남은 몇몇 지휘관들은 저메니에 붙잡혀 전범 재판을 받게 됐다.,,,
50108,3017,2,1003,2002,,100000006,,최소한의 도리를 다했기 때문인가.. 난 사형이 아닌 20년 교화형을 받았다.,,,
50109,3017,2,1003,2002,,100000006,,손에 피를 묻히던 나날 보다 그저 곡괭이를 들고 광산을 향해 걷는 지금이 더 낫다.,,,
50110,3017,2,1003,2002,,100000006,,막상 이곳에서 이야기 해보니 저메니의 간수들도 인간적이다.,,,
50111,3017,2,1003,2002,,100000006,,“지휘관. 지금의 삶에 만족하고 있는 겐가?”,,,
50112,3017,2,1003,2002,,100000006,,면회를 온 박사의 첫마디 였다.,,,
50113,3017,2,1003,2002,,100000006,,입을 때려 했지만 말은 나오지 않고 고개는 앞으로 고꾸라진다.,,,
50114,3017,2,1003,2002,,100000006,1000000014,서서히 눈이 감긴다.,,,
50115,3018,2,1003,2003,,100000006,,최악의 전쟁 범죄자. 학살자. 라는 이름을 얻고 지금 팔과 다리가 묶여 가축처럼 질질 끌려간다.,,,
50116,3018,2,1003,2003,,100000006,,던져지는 돌과 쓰레기를 맞으며 나보다 먼저 잡혀 저위에 걸린 동지들을 본다.,,,
50117,3018,2,1003,2003,,100000006,,내목에도 밧줄이 감겨 저렇게 전시되겠지. 원망스럽다. 도망친 왕도. 모든게.,,,
50118,3018,2,1003,2003,,100000006,,“억울한가? 지휘관.”,,,
50119,3018,2,1003,2003,,100000006,,익숙한 목소리. 다 니놈이 시킨거 잖아 라고 쉰 목소리로 악쓰자 날 끄는 힘이 더 강해진다.,,,
50120,3018,2,1003,2003,,100000006,,“시킨거라니. 니가 선택한 거잖아. 니가 니손으로 직접. 다행히 아직 정이 남았으니.. 실망시키지마.”,,,
50121,3018,2,1003,2003,,100000006,1000000004,머리를 깨끗하게 관통했는지 들리는 소리가 먹먹하다.,,,
50122,3018,2,1003,2003,,100000006,1000000014,하지만 확실히 들었다. 손목이 아파온다. 눈이 감긴다.,,,
50123,3019,2,1001,2001,,100000004,,아직도 어색하다. 전쟁영웅으로 추앙 받으며 여러 라디오며 프로그램에서 인터뷰가 빗발친다.,,,
50124,3019,2,1001,2001,,100000004,,"작위, 연줄 하나 없던 나는 후작의 작위를 수여 받고 영지를 하사 받는다.",,,
50125,3019,2,1001,2001,,100000004,,지긋지긋했던 3년간의 전장 난 군대에서 떠나 조용히 내 영지를 다스린다.,,,
50126,3019,2,1001,2001,,100000004,,사용인이 접견실에 손님이 왔다고 한다.,,,
50127,3019,2,1001,2001,,100000004,,“지휘관. 꽤 선방했네.. 그런데.. 조금 부족하다고 느끼는데 말이야..”,,,
50128,3019,2,1001,2001,,100000004,,박사는 의자에 기대 살짝 올라간 입꼬리로 차를 홀짝이고 있다.,,,
50129,3019,2,1001,2001,,100000004,1000000014,차에 무언가 탄 것인가. 내몸은 앞으로 쓰러져 눈이 감긴다.,,,
50130,3020,2,1001,2002,,100000004,,손에 너무 많은 피를 묻힌것 같다.,,,
50131,3020,2,1001,2002,,100000004,,평생 난 봉사하는 삶을 살고 더 이상 세속에 살지 않으리.,,,
50132,3020,2,1001,2002,,100000004,,전쟁이 끝난 후 난 모든 것을 그만 두고 리팔의 높은 산중턱의 사원으로 향한다.,,,
50133,3020,2,1001,2002,,100000004,,"매일 마음을 비우고, 내 죄를 씻기위한 수행의 나날이다.",,,
50134,3020,2,1001,2002,,100000004,,“허..헉..헉.. 지휘..관.. 이번 자네..는 왜이리 힘..힘든곳을 골랐는가..”,,,
50135,3020,2,1001,2002,,100000004,,땀을 뻘뻘 흘리며 사원의 문 앞에 박사가 와 있다.,,,
50136,3020,2,1001,2002,,100000004,,“뭐…뭐야 왜 ..안되지?”,,,
50137,3020,2,1001,2002,,100000004,1000000014,박사는 내 손목을 잡고 몇번 톡톡치니 몸에 힘이 없어지고 난 쓰러져 눈이 감긴다.,,,
50138,3021,2,1001,2003,,100000004,,전쟁에서 우리가 잃은 것은 무엇인가.,,,
50139,3021,2,1001,2003,,100000004,,그리고 저들이 잃은 것은 무엇인가.,,,
50140,3021,2,1001,2003,,100000004,,확실한 것. 나는 인간성을 잃었다.,,,
50141,3021,2,1001,2003,,100000004,,내가 전쟁을 승리로 이끌었지만 조국은 날 버렸다.,,,
50142,3021,2,1001,2003,,100000004,,난 시킨 것을 그대로한 꼭두각시였지.. 내 선택이 아니었다.,,,
50143,3021,2,1001,2003,,100000004,,“꼭두각시는 맞긴한데.. 지휘관. 화풀이 상대가 잘못 됐어.”,,,
50144,3021,2,1001,2003,,100000004,1000000014,기분나쁜 미소를 짓고 있는 박사를 마지막으로 내머리는 그대로 책상에 쳐 박히고 눈이 감긴다.,,,
50145,3022,2,1002,2001,,100000005,,휴전. 서로 잃기만 한 이 전쟁이 아무 소득 없이 끝났다.,,,
50146,3022,2,1002,2001,,100000005,,전쟁은 모든 것을 파괴할 뿐 그 무엇도 도움되지 않는다.,,,
50147,3022,2,1002,2001,,100000005,,서로의 상처를 치유하기 위해 우리가 할 수 있는게 무엇인가.,,,
50148,3022,2,1002,2001,,100000005,,난 저메니와 관계회복과 무너진 도시의 재건을 위한 봉사단체를 꾸린다.,,,
50149,3022,2,1002,2001,,100000005,,“지휘관. 지금도 보기 좋구만. 그래도 아직 우리의 약속은 유효하다구.”,,,
50150,3022,2,1002,2001,,100000005,,오랫만에 만난 박사는 그때 그 모습 그대로다.,,,
50151,3022,2,1002,2001,,100000005,1000000014,박사의 손짓에 난 그자리에 쓰러져 눈이 감긴다.,,,
50152,3023,2,1002,2002,,100000005,,휴전이 되자 양국의 전쟁 범죄자들은 숙청당하기 일수였다.,,,
50153,3023,2,1002,2002,,100000005,,다행히 나는 그 숙청에서 벗어났지만.. 각종 권력에 밀려 변변찮은 부대의 장교가 된다.,,,
50154,3023,2,1002,2002,,100000005,,그래도 목숨을 잃는 것 보다.. 이렇게라도 살아 남았음에 감사해야 한다.,,,
50155,3023,2,1002,2002,,100000005,,이 작은 부대에서 다시 난 일어서리.,,,
50156,3023,2,1002,2002,,100000005,,“한때 최전방의 지휘관이 이런 누추한 곳에 있다니. 참 너무들 하지.”,,,
50157,3023,2,1002,2002,,100000005,,비릿한 웃음과 함께 슈뢰딩거 박사가 내 집무실에 왔다.,,,
50158,3023,2,1002,2002,,100000005,1000000014,의자에서 일어남과 동시에 내몸은 땅을 향해 떨어지고 쳐 박힌 눈은 서서히 감긴다.,,,
50159,3024,2,1002,2003,,100000005,,휴전이 되자 양국의 전쟁 범죄자들은 숙청당하기 일수였다.,,,
50160,3024,2,1002,2003,,100000005,,물론 나도 예외는 아니다.,,,
50161,3024,2,1002,2003,,100000005,,다행히 사형은 면했지만 평생을 이 시궁창 같은 감옥에서 썩을 것이다.,,,
50162,3024,2,1002,2003,,100000005,,날 빼줄 연줄도 존재 하지 않는다.,,,
50163,3024,2,1002,2003,,100000005,,휴전이 되자 내게 후원했던 수많은 귀족들은 모두 날 잘라내기 바빴다.,,,
50164,3024,2,1002,2003,,100000005,,“흠.. 지휘관. 내가 실망을 참 많이했는데 말이야. 한번 더 기회를 줄까?”,,,
50165,3024,2,1002,2003,,100000005,,아직 날 버리지 않은 자가 있었구나 하며 박사의 손을 잡고 고개를 끄덕인다.,,,
50166,3024,2,1002,2003,,100000005,1000000014,손목이 끊어질 듯 아파오며 내 머리는 책상에 떨어지며 눈이 감긴다.,,,
50167,3025,2,1003,2001,,100000006,,패배한 지휘관에게 돌아갈 곳은 없다.,,,
50168,3025,2,1003,2001,,100000006,,그래도 나의 행동들은 어찌보면 다시 내게 살아갈 수 있는 기회를 주었다.,,,
50169,3025,2,1003,2001,,100000006,,연합국에게 구조된 나는 저메니의 지배를 받고 있는 몇몇나라의 비 정규군들의 지휘관이 되어 프란츠의 해방을 위해 싸운다.,,,
50170,3025,2,1003,2001,,100000006,,“자네는 역시 뼛속까지 지휘관이구만.”,,,
50171,3025,2,1003,2001,,100000006,,우리 베이스에 침입한 칩입자의 보고를 받고 와보니 박사가 앉아있다.,,,
50172,3025,2,1003,2001,,100000006,,어느새 수갑을 푼 그는 손짓을 했고 내 손목이 끊어질 듯 아파왔다.,,,
50173,3025,2,1003,2001,,100000006,1000000014,고통에 무릎꿇은 나는 점점 눈이 감긴다.,,,
50174,3026,2,1003,2002,,100000006,,최소한 나는 이 전쟁에서 인간이었다.,,,
50175,3026,2,1003,2002,,100000006,,문제가 있었다면 최소한의 인간이었다는 것. 그것 뿐이다.,,,
50176,3026,2,1003,2002,,100000006,,"물론 프란츠의 패배는 내 계산에 없었고, 지금 그 문제도 내 계산엔 없었다.",,,
50177,3026,2,1003,2002,,100000006,,사형은 면했지만 재산몰수. 아니 어쩌면 살아 남은 것 자체가 나에겐 행운 일지도 모르겠다.,,,
50178,3026,2,1003,2002,,100000006,,식사를 언제 했는지 기억도 나지 않는다.,,,
50179,3026,2,1003,2002,,100000006,1000000014,이 거리의 부랑자들이 그렇듯 나의 죽음은 아무도 기억해 주지 않을 것이다.,,,
50180,3026,2,1003,2002,,100000006,,서서히 눈이 감기며 익숙한 비웃는 듯한 목소리가 들려 온다.,,,
50181,3026,2,1003,2002,,100000006,,“푹..자게 지휘관. 눈을 뜨면 다 괜찮아 질걸세.”,,,
50182,3027,2,1003,2003,,100000006,,최악의 전쟁 범죄자? 웃기지도 않지. 나만 한 잘못이 아니잖아?,,,
50183,3027,2,1003,2003,,100000006,,프란츠의 영광을 다시 되 찾아야 한다. 내 손으로 말이다.,,,
50184,3027,2,1003,2003,,100000006,,난 비정규군을 모아 해방군을 창립했다.,,,
50185,3027,2,1003,2003,,100000006,,물론 다른 이들은 우릴 테러단체라고 부른다. 그딴건 신경 안쓴다.,,,
50186,3027,2,1003,2003,,100000006,,“지휘관. 자네는 변하지도 않는군. 흐히히히히.. 더 해보게. 언제 내가 자넬 포기할지 궁금하군.”,,,
50187,3027,2,1003,2003,,100000006,,되도 않는 헛소리다. 난 달려들어 박사의 목을 조른다.,,,
50188,3027,2,1003,2003,,100000006,1000000004,“이봐. 니가 몇번 이런 행동을 했을 것 같아? 너가 날 몇번을 죽이려 했을 것 같아?”,,,
50189,3027,2,1003,2003,,100000006,1000000014,"총구로 머리를 치는 감각, 가슴에서 부터 느껴지는 끈적하고 따뜻한 감각, 눈이 감긴다.",,,
50190,3028,2,1001,2001,,100000004,,저메니는 찢어져 자신들이 지배하던 나라들에 편입된다.,,,
50191,3028,2,1001,2001,,100000004,,전쟁영웅이라 불리던 난 전쟁에서 역사에 쓰이지 않은 상처들을 봤다.,,,
50192,3028,2,1001,2001,,100000004,,군대를 나온 나는 무너진 도시의 재건과 사람들을 돕는 사업을 시작한다.,,,
50193,3028,2,1001,2001,,100000004,,아직 처음이니 내가 직접 몸으로 뛰며 사람들을 만나며 그 상처를 치료하기 위해 노력한다.,,,
50194,3028,2,1001,2001,,100000004,,“역시 지휘관이구만. 전쟁 후에도 이런 일을 하고 있다니 말이야. 그런데 날 좀 더 도와줘야 겠어.”,,,
50195,3028,2,1001,2001,,100000004,1000000014,차를 꺼내오기도 전에 쓰러진 내 눈앞으로 깨진 잣잔과 흐릿해져 가는 박사의 모습이 보인다.,,,
50196,3029,2,1001,2002,,100000004,,빠르게 저메니란 국가는 과거의 산물이 되고 자신이 지배하던 여러나라의 일부로 찢어진다.,,,
50197,3029,2,1001,2002,,100000004,,세간에 들려 오는 소리에 의하면 전쟁의 시작은 프란츠 국왕의 욕설이라고 하지만 이제와서 그게 다 무슨 소용인가.,,,
50198,3029,2,1001,2002,,100000004,,프란츠의 수많은 장정들은 목숨을 잃었고 회복되지 못할 것 같던 전쟁의 상처는 금방 아물어 간다.,,,
50199,3029,2,1001,2002,,100000004,,나 또한 지휘관으로 역사의 한켠을 장식할 뿐 이젠 평범한 택시기사다.,,,
50200,3029,2,1001,2002,,100000004,,"“지긋지긋했나봐, 지휘관. 작위도 안 받고 그대로 제대해서 택시기사라니. 근데.. 자네는 제복이 더 잘어울려.”",,,
50201,3029,2,1001,2002,,100000004,,백미러로 본 뒷좌석엔 태연한 얼굴의 박사가 타있다.,,,
50202,3029,2,1001,2002,,100000004,1000000014,식은 땀이 흐르며 내 머리는 핸들에 처박혀 눈이 감긴다.,,,
50203,3030,2,1001,2003,,100000004,,끔찍한 하루하루다.,,,
50204,3030,2,1001,2003,,100000004,,전쟁이 끝난 후 승전국이라 우리 측 전쟁 범죄는 거의 없는 일이 되었지만 나를 비롯한 몇몇 사람들은 군에서 퇴출 되었다.,,,
50205,3030,2,1001,2003,,100000004,,뭐 말로는 전역이라고 하지만.. 연금도 없이 쫓겨난 난 당장이라도 급한 돈을 벌기 위해 뭐든 한다.,,,
50206,3030,2,1001,2003,,100000004,,“뭐든지 해드립니다.. 뭐.. 약간 해결사 같은건가? 지휘관? 뭐 자네 일처리 방식이랑은 비슷하겠네.”,,,
50207,3030,2,1001,2003,,100000004,,익숙한 나를 비꼬는 목소리. 기분나쁜 면상을 다시 대면하게 되었다.,,,
50208,3030,2,1001,2003,,100000004,,그 무기들은 니가 만든거잖아 라고 소리침과 동시에 난 앞으로 고꾸라졌다.,,,
