AnswerID,Text_KR,Text_EN,NextTextID,AnswerReward,Font_Direction,Ending_Memoriar,Counting_for_RealEnding3
100030,슈뢰딩거 박사에 대해 묻는다.,,10019,,2000009,TRUE,FALSE
100031,“자네도 고생이 많군.”,,10020,,,FALSE,FALSE
100032,“많이 힘들었겠구만 그래”,,10020,,,FALSE,FALSE
100033,"‘나와 같은 날, 같은 부대라..’",,10020,,,FALSE,FALSE
100034,‘우연..이겠지?’,,10020,,,FALSE,FALSE
100035,현재 전황에 대해 이야기한다.,,10021,,2000009,FALSE,FALSE
100036,부대의 병기에 관한 이야기를 한다.,,10022,,2000009,FALSE,FALSE
100037,“있지만?”,,10023,,,FALSE,FALSE
100038,“무슨 문제라도 있나?”,,10023,,,FALSE,FALSE
100039,“하지만?”,,10023,,,FALSE,FALSE
100040,“무슨 문제라도 있나?”,,10023,,,FALSE,FALSE
100041,“그건 내가 해결해 보겠네”,,10024,,,FALSE,FALSE
100042,“내가 그쪽에 아는 사람이 있으니..”,,10024,,,FALSE,FALSE
100043,“장 미셸..”,,10025,,,FALSE,FALSE
100044,“그 녀석 이라면..”,,10025,,,FALSE,FALSE
100045,“그래 맞네.”,,10026,,,FALSE,FALSE
100046,고개를 끄덕인다.,,10026,,,FALSE,FALSE
100047,휴대용 전화기를 꺼내어 전화번호를 살핀다.,,,,,FALSE,FALSE
100048,홀로그램 통신 장비를 켜 전화번호를 살핀다.,,,,,FALSE,FALSE
100049,“오랜만이군.”,,10028,,,FALSE,FALSE
100050,“잘지냈나?”,,10028,,,FALSE,FALSE
100051,“자네 도움이 필요하네.”,,10029,,,FALSE,FALSE
100052,“조국을 위한 일이네.”,,10029,,,FALSE,FALSE
100053,“무슨말이 하고 싶은건가.”,,10030,,,FALSE,FALSE
100054,“말이 심하군.”,,10030,,,FALSE,FALSE
100055,“자네에게 인정 받고자 이곳에 온게 아니네.”,,10031,,,FALSE,FALSE
100056,“난 조국을 위해 이곳에 온것 뿐이야.”,,10031,,,FALSE,FALSE
100057,“시답잖은 질투는 집어치워!”,,10032,,2000009,TRUE,FALSE
100058,“나도 내게 과분한 자리라고 생각하네.”,,10039,,2000009,TRUE,FALSE
100059,“그래”,,10033,,,FALSE,FALSE
100060,“그럼 너에게 어울린다고 생각하는가?”,,10033,,,FALSE,FALSE
100061,“말은 똑바로 하지 그래?”,,10034,,,FALSE,FALSE
100062,“기가 차는군!”,,10034,,,FALSE,FALSE
100063,계속 몰아세운다.,,10035,,2000009,FALSE,FALSE
100064,이쯤 하도록 한다.,,10037,,2000009,FALSE,FALSE
100065,“조국보다 개인의 사사로운 감정을 따지다니.”,,10036,,,FALSE,FALSE
100066,“나도 너같은 놈의 도움은 필요 없다.”,,10036,,,FALSE,FALSE
100067,거칠게 통신을 끊는다.,,,물자 20 하락,,FALSE,FALSE
100068,욕설을 퍼붓는다.,,,물자 20 하락락,,FALSE,FALSE
100069,“무례를 사과하겠네.”,,10038,,,FALSE,FALSE
100070,“순간 감정이 격해졌네.”,,10038,,,FALSE,FALSE
100071,“고맙네. 조국을 위한 일일세.”,,,물자 10 상승,,FALSE,FALSE
100072,“우리의 사사로운 감정은 중요하지 않지.”,,,물자 10 상승,,FALSE,FALSE
100073,“이 자리에 걸맞도록 노력하겠네.”,,10040,,,FALSE,FALSE
100074,“그러니 지켜봐 줄 수 없겠는가?”,,10040,,,FALSE,FALSE
100075,“정말 전선에 보급이 필요하네.”,,10041,,,FALSE,FALSE
100076,“내가 도움을 요청할 수 있는건 자네 뿐이야.”,,10041,,,FALSE,FALSE
100077,“자네의 인맥을 동원해 볼 수는 없는가?”,,10042,,2000009,TRUE,FALSE
100078,“알고있네.. 많은 걸 바라는 건 아닐세.”,,10044,,2000009,TRUE,FALSE
100079,“그리해 줄 수 있는가?”,,10043,,,FALSE,FALSE
100080,“고맙네.”,,10043,,,FALSE,FALSE
100081,“알고있네.”,,,"물자 40 상승,정치력 20 상승",,FALSE,FALSE
100082,“자네의 공적은 확실히 전하겠네.”,,,"물자 40 상승,정치력 20 상승",,FALSE,FALSE
100083,‘확실히 급한 물품들이군..’,,10045,,,FALSE,FALSE
100084,‘그래도 턱없이 부족하다.’,,10045,,,FALSE,FALSE
100085,“도와줘서 정말 고맙네.”,,,물자 20 상승,,FALSE,FALSE
100086,“자네의 공적은 확실히 전하겠네.”,,,물자 20 상승,,FALSE,FALSE
100087,“소위. 병사들은 어떤가?”,,10047,,,FALSE,FALSE
100088,“병사들의 사기가 많이 떨어진것 같네만.”,,10047,,,FALSE,FALSE
100089,“그들의 사기를 높일 방법이 필요하네.”,,10048,,2000009,FALSE,FALSE
100090,“강도 높은 훈련으로 다시 정신무장을 시키도록.”,,10057,,2000009,FALSE,FALSE
100091,‘연설이라…’,,10049,,,FALSE,FALSE
100092,‘자신 없는데…’,,10049,,,FALSE,FALSE
100093,‘그게 더.. 어려운거 같은데?’,,10050,,,FALSE,FALSE
100094,‘더 부담 되는걸..’,,10050,,,FALSE,FALSE
100095,힘있는 목소리로 연설을 시작한다.,,10051,,,TRUE,FALSE
100096,과장된 동작을 하며 연설을 시작한다.,,10051,,,TRUE,FALSE
100097,“전우들이여!”,,10052,,2000007,FALSE,FALSE
100098,“프란츠의 아들들이여!”,,10052,,2000007,FALSE,FALSE
100099,두팔을 활짝 벌리며 근엄한 눈빛을 보인다.,,10053,,,FALSE,FALSE
100100,왼팔을 하늘을 향해 들며 결의에 찬 눈빛을 보인다.,,10053,,,FALSE,FALSE
100101,굳고 단단한 목소리로 계속해서 연설한다.,,10054,,,FALSE,FALSE
100102,호소력 짙은 목소리로 계속해서 연설한다.,,10054,,,FALSE,FALSE
100103,병사들 한명한명 눈을 맞춘다.,,10055,,,FALSE,FALSE
100104,마이크를 들고 단상 아래로 내려간다.,,10055,,,FALSE,FALSE
100105,마이크를 내려놓고 육성으로 외친다.,,10056,,,FALSE,FALSE
100106,멋있게 어깨에 걸친 옷을 펄럭인다.,,10056,,,FALSE,FALSE
100107,‘병사들도 사기를 되찾은 것 같군.’,,,리더십 40 상승,,FALSE,FALSE
100108,‘무사히 연설을 마쳐서 다행이야.’,,,리더십 40 상승,,FALSE,FALSE
100109,“아니야. 강한 병사를 만들어야 한다!”,,10058,,2000009,TRUE,FALSE
100110,“역시.. 그렇지?”,,10048,,2000009,TRUE,FALSE
100111,병기 사용 훈련을 진행한다.,,10059,,2000009,FALSE,FALSE
100112,신체 단련을 위한 극기훈련을 진행한다.,,10070,,2000009,FALSE,FALSE
100113,‘불안한데..’,,10060,,,FALSE,FALSE
100114,‘잘 지켜보자..’,,10060,,,FALSE,FALSE
100115,"“박사, 그렇게 장전하면 안됩니다.”",,10061,,,FALSE,FALSE
100116,지켜본다.,,10061,,,FALSE,FALSE
100117,“제가 진행 하도록 하겠습니다.”,,10062,,,FALSE,FALSE
100118,“박사는 좀 쉬시죠.”,,10062,,,FALSE,FALSE
100119,‘전열…뭐였지?’,,10063,,2000009,FALSE,FALSE
100120,“전열화학포는…”,,10067,,2000009,FALSE,FALSE
100121,병사들에게 질문인 척 한다.,,10064,,2000009,FALSE,FALSE
100122,박사 찬스를 사용한다.,,10065,,2000009,FALSE,FALSE
100123,더 진행하면 곤란한 상황이 많을 것 같다.서둘러 끝낸다.,,,"리더십 40 하락, 병력 10 하락",2000009,FALSE,FALSE
100124,안전 교육은 중요하다. 안전 교육을 시작한다.,,,병력 20 상승,2000009,FALSE,FALSE
100125,지켜본다.,,10066,,,FALSE,FALSE
100126,신난 박사를 진정 시킨다.,,10066,,,FALSE,FALSE
100127,‘이런…’,,,병력 40 하락,,FALSE,FALSE
100128,‘하…’,,,병력 40 하락,,FALSE,FALSE
100129,병사들에게 탑승 훈련을 시킨다.,,10068,,2000009,FALSE,FALSE
100130,이론이면 충분하지!,,10069,,2000009,FALSE,FALSE
100131,‘훈련 성적이 좋은 병사들에게 포상이 필요하겠군.’,,,"리더십 10 상승,병력 20 상승",2000009,FALSE,FALSE
100132,‘모두 수고 했으니 모두에게 포상을 줘야 겠군.’,,,리더십 10 상승,2000009,FALSE,FALSE
100133,“자 훈련은 끝났으니 해산하도록!”,,,병력 10 상승,,FALSE,FALSE
100134,“안전 훈련도 중요하다! 집중하도록!”,,,병력 20 상승,,FALSE,FALSE
100135,“지금은 전시 상황이다!”,,10071,,,FALSE,FALSE
100136,“약해빠진 정신은 곧 죽음이다!”,,10071,,,FALSE,FALSE
100137,좀 더 강도를 높인다.,,10072,,2000009,FALSE,FALSE
100138,지금 강도로도 충분하다.,,10079,,2000009,FALSE,FALSE
100139,“낙오는 용납 못한다!”,,10073,,2000009,FALSE,FALSE
100140,“낙오자들은 의무대로 옮기도록!”,,10076,,2000009,FALSE,FALSE
100141,“정말 나약하군..”,,10074,,,FALSE,FALSE
100142,“낙오된 병사들은 따로 모이도록!”,,10074,,,FALSE,FALSE
100143,“약한 몸엔 약한 정신이 깃드는 법!”,,10075,,,FALSE,FALSE
100144,“지금 여기서 전장에서는 죽음이다!”,,10075,,,FALSE,FALSE
100145,“의무병!!”,,,"리더십 20 하락,병력 40 하락",,FALSE,FALSE
100146,“지금 당장 의무대로!!”,,,"리더십 20 하락,병력 40 하락",,FALSE,FALSE
100147,“지금의 훈련이 자네들에게 가혹 했는가?”,,10077,,,FALSE,FALSE
100148,“훈련을 버티기 힘들었나?”,,10077,,,FALSE,FALSE
100149,“자네들이 훈련을 받는 이유는 이기기 위해서네”,,10078,,,FALSE,FALSE
100150,“자네들이 훈련을 받는 이유는 살아남기 위해서네.”,,10078,,,FALSE,FALSE
100151,“우린 싸워서 이기고 이 역사속에 승자로서 이름을 남길걸세!”,,,"리더십 20 상승,병력 20 상승",,FALSE,FALSE
100152,“우린 이 싸움에서 살아남고 가족들이 기다리는 집으로 돌아갈걸세!”,,,"리더십 20 상승,병력 20 상승",,FALSE,FALSE
100153,“2소대의 피해는?”,,10080,,,FALSE,FALSE
100154,“우리 병사들의 피해는 있는가?”,,10080,,,FALSE,FALSE
100155,“포로들을 데려오게”,,10081,,,FALSE,FALSE
100156,“포로들은 어디있는가?”,,10081,,,FALSE,FALSE
100157,공포로 정보를 캐낸다.,,10082,,2000009,TRUE,FALSE
100158,포용으로 정보를 캐낸다.,,10083,,2000009,TRUE,FALSE
100159,“지금부터 물어보는 것에 대답 하지 않는다면..”,,,"리더십 10 상승,병력 20 상승,카르마 20 하락",,FALSE,FALSE
100160,“한명씩 머리를 날리도록 하겠다.”,,,"리더십 10 상승,병력 20 상승,카르마 20 하락",,FALSE,FALSE
100161,“너무 겁먹지 말게나..”,,,"리더십 20 상승,카르마 20 상승",,FALSE,FALSE
100162,“우리도 괴물은 아냐.”,,,"리더십 20 상승,카르마 20 상승",,FALSE,FALSE
100163,“저를 초청한 이유가 무엇인가요?”,,10085,,,FALSE,FALSE
100164,‘사령부라고 하기엔 너무 어질러져 있는데..’,,10085,,,FALSE,FALSE
100165,“제 몸상태요?”,,10086,,,FALSE,FALSE
100166,“당혹스럽네요.”,,10086,,,FALSE,FALSE
100167,“가끔 손끝이 찌릿하고 손목 통증이 있습니다.”,,10087,,2000009,FALSE,FALSE
100168,“그런건 없습니다.”,,10108,,2000009,FALSE,FALSE
100169,“그런건 못느꼈습니다.”,,10088,,,FALSE,FALSE
100170,“지금 뭐하시는 겁니까?”,,10088,,,FALSE,FALSE
100171,“제가 너무 예민했네요.”,,10089,,2000009,FALSE,FALSE
100172,“박사는 기술개발을 하는 사람이지 의사는 아니잖습니까.”,,10100,,2000009,FALSE,FALSE
100173,“그건 그렇고..지난번에 말하신..”,,10090,,,FALSE,FALSE
100174,“이길 때까지 전쟁을 하게 해준다는게 무슨말인지..”,,10090,,,FALSE,FALSE
100175,“성악설을 믿습니다.”,,10091,,2000009,FALSE,FALSE
100176,“성선설을 믿습니다.”,,10096,,2000009,FALSE,FALSE
100177,피해는 크지만 확실한 승리,,10092,,2000009,TRUE,FALSE
100178,불확실한 승리여도 적은 피해를 우선,,10094,,2000009,TRUE,FALSE
100179,"“네, 대의를 위한 희생은..”",,10093,,,FALSE,FALSE
100180,“어쩔 수 없는 것 이죠.”,,10093,,,FALSE,FALSE
100181,‘대체 무슨말이 하고 싶은 것일까..’,,,카르마 20 하락,,FALSE,FALSE
100182,‘일단 지휘관실로 돌아가자’,,,카르마 20 하락,,FALSE,FALSE
100183,“인간은 계속해서 더 나아지기위해..”,,10095,,,FALSE,FALSE
100184,“노력하는 존재니까요.”,,10095,,,FALSE,FALSE
100185,‘그래서 결국.. 기술 이야기는..’,,,카르마 10 상승,,FALSE,FALSE
100186,‘하나도 안했네..’,,,카르마 10 상승,,FALSE,FALSE
100187,“선한 것과 별개로..”,,10097,,,FALSE,FALSE
100188,“악에 잘 물드는 존재라서 그런게 아닐까요?”,,10097,,,FALSE,FALSE
100189,“그러지 않게 노력해야죠.”,,10098,,2000009,FALSE,FALSE
100190,“상황에 따라 다르겠죠.”,,10099,,2000009,FALSE,FALSE
100191,‘그래서 결국.. 기술 이야기는..’,,,카르마 10 상승,,FALSE,FALSE
100192,‘하나도 안했네..’,,,카르마 10 상승,,FALSE,FALSE
100193,‘대체 무슨말이 하고 싶은 것일까..’,,,,,FALSE,FALSE
100194,‘일단 지휘관실로 돌아가자’,,,,,FALSE,FALSE
100195,“생각해보니 제가 말이 심했습니다.”,,10089,,2000009,FALSE,FALSE
100196,“기술이나 보여주시죠.”,,10101,,2000009,FALSE,FALSE
100197,거대한 총구를 가진 총 앞에 선다.,,10102,,2000009,FALSE,FALSE
100198,손바닥으로 가려질 정도의 총 앞에 선다.,,10105,,2000009,FALSE,FALSE
100199,“이름이 좀..”,,10103,,,FALSE,FALSE
100200,“그레네이드 런처는 어떤가요?”,,10103,,,FALSE,FALSE
100201,“감사합니다.”,,10104,,,FALSE,FALSE
100202,“혹시 이건 언제부터 사용가능할까요?”,,10104,,,FALSE,FALSE
100203,“그럼 바로 생산 해주시죠.”,,,"물자 20 하락,병력 20 상승",2000009,FALSE,FALSE
100204,“좀 더 생각해 보겠습니다.”,,,,2000009,FALSE,FALSE
100205,“화력은 어느정도 입니까?”,,10106,,,FALSE,FALSE
100206,“이거.. 살상력은 있는 겁니까?”,,10106,,,FALSE,FALSE
100207,총이 너무 작아서 조준이 어렵다.,,10107,,,FALSE,FALSE
100208,방아쇠에 손가락이 들어가지 않는다.,,10107,,,FALSE,FALSE
100209,“장전도 한번에 탄환 한개만 가능하고..”,,,,,FALSE,FALSE
100210,“병사들이 쓰기에 알맞지 않은 것 같습니다.”,,,,,FALSE,FALSE
100211,“그건 그렇고..지난번에 말하신..”,,10109,,,FALSE,FALSE
100212,“이길 때까지 전쟁을 하게 해준다는게 무슨말인지..”,,10109,,,FALSE,FALSE
100213,“저는..국가를 위해서라면”,,10110,,,FALSE,FALSE
100214,“뭐든지 할 수 있습니다.”,,10110,,,FALSE,FALSE
100215,“하고 싶은 이야기가 뭡니까?”,,10111,,2000009,FALSE,FALSE
100216,“박사는 지금 반역이라도 생각하는 겁니까?”,,10118,,2000009,FALSE,FALSE
100217,“다릅니다.”,,10112,,2000009,FALSE,FALSE
100218,“같습니다.”,,10115,,2000009,FALSE,FALSE
100219,“그래서..”,,10113,,,FALSE,FALSE
100220,“결론이 뭡니까?”,,10113,,,FALSE,FALSE
100221,“그렇겠죠.”,,10114,,,FALSE,FALSE
100222,“인간은 더욱 많이 생각하니까.”,,10114,,,FALSE,FALSE
100223,‘내가…’,,,카르마 10 상승,,FALSE,FALSE
100224,‘저런말을 했었나?’,,,카르마 10 상승,,FALSE,FALSE
100225,“그야.. 같은 사람이라면..”,,10116,,,FALSE,FALSE
100226,“가치관은 크게 변하지 않을 거니까요.”,,10116,,,FALSE,FALSE
100227,“물론이죠”,,10117,,,FALSE,FALSE
100228,“그건…”,,10117,,,FALSE,FALSE
100229,‘대체 슈뢰딩거 박사는..’,,,,,FALSE,FALSE
100230,‘무슨 생각인 걸까..’,,,,,FALSE,FALSE
100231,“알고있습니다.”,,10119,,,FALSE,FALSE
100232,“하지만 박사의 말은 적대감이 느껴집니다.”,,10119,,,FALSE,FALSE
100233,‘확실히 박사는 속을 알기 어렵다.’,,10120,,,FALSE,FALSE
100234,‘그런 사람은 아닌건 확실하다.’,,10120,,,FALSE,FALSE
100235,속으로만 생각한다.,,10121,,2000009,FALSE,FALSE
100236,대놓고 말한다.,,10122,,2000009,FALSE,FALSE
100237,아무말 없이 사령부를 나온다.,,,,,FALSE,FALSE
100238,대충 사과를 한뒤 서둘러 자리를 뜬다.,,,,,FALSE,FALSE
100239,아무말 없이 사령부를 나온다.,,,,,FALSE,FALSE
100240,대충 사과를 한뒤 서둘러 자리를 뜬다.,,,,,FALSE,FALSE
100241,‘더 반복된다면..’,,10124,,,FALSE,FALSE
100242,‘병사들의 사기만 계속 깎일거야.’,,10124,,,FALSE,FALSE
100243,“그래. 알겠네.”,,10125,,,FALSE,FALSE
100244,“흠흠.. 알겠네.”,,10125,,,FALSE,FALSE
100245,“평안하셨습니까. 폐하.”,,10126,,,FALSE,FALSE
100246,간단하게 목례한다.,,10126,,,FALSE,FALSE
100247,“알겠습니다.”,,10127,,,FALSE,FALSE
100248,“바로 본론으로 들어가겠습니다.”,,10127,,,FALSE,FALSE
100249,“따라서 더 길게 끌면 위험하니.. 전면전을..”,,10128,,2000009,FALSE,FALSE
100250,“좀 더 후방의 보급을 받아 현상황을 유지할 수 있게..”,,10146,,2000009,FALSE,FALSE
100251,“사기가 떨어질 수록 저희의 승리 확률은 현저히 떨어집니다.”,,10129,,2000009,FALSE,FALSE
100252,“유지한다면 거기에 들어가는 물자는 나라의 빚입니다.”,,10138,,2000009,FALSE,FALSE
100253,“모든걸 쏟아부어야 이길 수 있을 것 입니다.”,,10130,,2000009,FALSE,FALSE
100254,“진다해도 잃지만.. 이미 전쟁으로 많은 것을 잃었습니다.”,,10133,,2000009,FALSE,FALSE
100255,“도박이 아닙니다.”,,10131,,,FALSE,FALSE
100256,“나라를 지킬 최후의 선택인거죠.”,,10131,,,FALSE,FALSE
100257,“폐하..!”,,10132,,,FALSE,FALSE
100258,“제게 설득드릴 시간을..!”,,10132,,,FALSE,FALSE
100259,“하…”,,,리더십 10 하락,,FALSE,FALSE
100260,“그렇게 됐네…”,,,리더십 10 하락,,FALSE,FALSE
100261,“그 평가를 뒤집는 겁니다.”,,10134,,2000009,FALSE,FALSE
100262,“늦지 않았습니다.”,,10136,,2000009,FALSE,FALSE
100263,“물론입니다. 이 선택으로..”,,10135,,,FALSE,FALSE
100264,“승전으로 이끈 왕으로 기록 될 것 입니다.”,,10135,,,FALSE,FALSE
100265,“네. 폐하.”,,,"물자 10 상승,병력 40 상승,정치력 10 상승",,FALSE,FALSE
100266,“기대에 부응 하겠습니다.”,,,"물자 10 상승,병력 40 상승,정치력 10 상승",,FALSE,FALSE
100267,“물론 입니다. 역사는..”,,10137,,,FALSE,FALSE
100268,“승자가 기록하는 것 입니다.”,,10137,,,FALSE,FALSE
100269,“감사합니다. 폐하”,,,"물자 40 상승,병력 10 상승,정치력 10 상승",,FALSE,FALSE
100270,“기대에 보답 드리겠습니다.”,,,"물자 40 상승,병력 10 상승,정치력 10 상승",,FALSE,FALSE
100271,“왜 이득도 없는 승리를 하려고 하시는 겁니까?”,,10139,,2000009,FALSE,FALSE
100272,“더 이상의 소모전은.. 너무 많은 것을 포기하는 것 입니다.”,,10143,,2000009,FALSE,FALSE
100273,“제가 주제 넘었다면 죄송합니다.”,,10140,,,FALSE,FALSE
100274,“진심으로 이 나라의 미래를 걱정하는 충신으로서 드린 말씀 입니다.”,,10140,,,FALSE,FALSE
100275,‘전쟁이 이겨야 그렇지..’,,10141,,2000009,FALSE,FALSE
100276,“전쟁이 이겨야 그렇지..”,,10142,,2000009,FALSE,FALSE
100277,“그렇게 됐네..”,,,정치력 10 하락,,FALSE,FALSE
100278,“별수 없는 것 같네..”,,,정치력 10 하락,,FALSE,FALSE
100279,“하..젠장”,,,정치력 40 하락,,FALSE,FALSE
100280,“하필 이때 실수하다니..”,,,정치력 40 하락,,FALSE,FALSE
100281,“아직 늦지 않았습니다.”,,10144,,,FALSE,FALSE
100282,“폐하 저를 믿어 주시죠.”,,10144,,,FALSE,FALSE
100283,“폐하. 전면전을 허가해 주십시오.”,,10145,,,FALSE,FALSE
100284,“제가 승리로 이끌겠습니다.”,,10145,,,FALSE,FALSE
100285,“감사합니다. 폐하.”,,,"정치력 40 상승,물자 10 상승,병력 10 상승",,FALSE,FALSE
100286,“그 믿음에 꼭 보답 드리겠습니다.”,,,"정치력 40 상승,물자 10 상승,병력 10 상승",,FALSE,FALSE
100287,“하지만 전쟁을 하려면..”,,10147,,,FALSE,FALSE
100288,“물자가 많이 소요 되는것은 어쩔 수 없습니다.”,,10147,,,FALSE,FALSE
100289,“다친 병사들이 많습니다.”,,10148,,2000009,FALSE,FALSE
100290,“상황을 아시지 않습니까..”,,10152,,2000009,FALSE,FALSE
100291,“그럼 그냥 병사들에게..”,,10149,,,FALSE,FALSE
100292,“몸으로 때우라는 말입니까?”,,10149,,,FALSE,FALSE
100293,동의한다.,,10150,,2000009,FALSE,FALSE
100294,동의하지 않는다.,,10151,,2000009,FALSE,FALSE
100295,말없이 알현실에서 나온다.,,,"리더십 40 하락,카르마 40 하락",,FALSE,FALSE
100296,고개를 숙이고 알현실에서 나온다.,,,"리더십 40 하락,카르마 40 하락",,FALSE,FALSE
100297,이를 갈며 알현실에서 나온다.,,,"리더십 10 상승,카르마 10 상승",,FALSE,FALSE
100298,주먹을 꽉쥐고 알현실에서 나온다.,,,"리더십 10 상승,카르마 10 상승",,FALSE,FALSE
100299,“다친 병사들에게 의약품이라도..”,,10153,,2000009,FALSE,FALSE
100300,“병사들이 굶고 있습니다. 식료품이라도..”,,10155,,2000009,FALSE,FALSE
100301,“병사들이.. 저희 프란츠 제국의..”,,10154,,,FALSE,FALSE
100302,“제일 큰 자산 아닙니까..”,,10154,,,FALSE,FALSE
100303,“...감사합니다. 폐하.”,,,"물자 10 상승,리더십 10 상승,카르마 10 상승",,FALSE,FALSE
100304,목례만 하고 알현실을 나온다.,,,"물자 10 상승,리더십 10 상승,카르마 10 상승",,FALSE,FALSE
100305,“병사들이.. 저희 프란츠 제국의..”,,10156,,,FALSE,FALSE
100306,“제일 큰 자산 아닙니까..”,,10156,,,FALSE,FALSE
100307,“...감사합니다. 폐하.”,,,"물자 10 상승,리더십 10 상승,카르마 10 상승",,FALSE,FALSE
100308,목례만 하고 알현실을 나온다.,,,"물자 10 상승,리더십 10 상승,카르마 10 상승",,FALSE,FALSE
100309,‘그럴리 없지..’,,10158,,,FALSE,FALSE
100310,‘기억이 흐릿하다.’,,10158,,,FALSE,FALSE
100311,‘왜.. 익숙하지?’,,10159,,2000009,FALSE,FALSE
100312,‘긴장되는데..’,,10161,리더십 10 상승,2000009,FALSE,FALSE
100313,‘정신차리자.’,,10160,,,FALSE,FALSE
100314,‘아직 잠이 덜 깬건가..’,,10160,,,FALSE,FALSE
100315,옷 매무새를 다듬는다.,,10163,,,FALSE,FALSE
100316,목소리를 가다듬는다.,,10163,,,FALSE,FALSE
100317,기지개를 핀다.,,10162,,,FALSE,FALSE
100318,간단하게 몸을 푼다.,,10162,,,FALSE,FALSE
100319,옷 매무새를 다듬는다.,,10163,,,FALSE,FALSE
100320,목소리를 가다듬는다.,,10163,,,FALSE,FALSE
100321,“저기..”,,10164,,2000009,FALSE,FALSE
100322,“부관.”,,10166,,2000009,FALSE,FALSE
100323,“그래 잘 부탁하네.”,,10165,,,FALSE,FALSE
100324,“너무 굳어 있지 말게”,,10165,,,FALSE,FALSE
100325,“날 찾아온 사람?”,,10168,,,FALSE,FALSE
100326,‘누구지?’,,10168,,,FALSE,FALSE
100327,“잘 부탁하네.”,,10167,,,FALSE,FALSE
100328,“만나서 반갑네.”,,10167,,,FALSE,FALSE
100329,“그냥..”,,10168,,,FALSE,FALSE
100330,“그런 느낌이 들었네.”,,10168,,,FALSE,FALSE
100331,“누구시죠?”,,10169,,,FALSE,FALSE
100332,“제가 아는 분 이신가요?”,,10169,,,FALSE,FALSE
100333,‘웃는 얼굴이..’,,10170,,,FALSE,FALSE
100334,‘뭔가 기분나쁘다.’,,10170,,,FALSE,FALSE
100335,“예?”,,10171,,2000009,FALSE,FALSE
100336,뭔가 소름끼친다.,,10172,,2000009,FALSE,FALSE
100337,‘이상한 사람이다.’,,,,,FALSE,FALSE
100338,‘일이나 해야겠다.’,,,,,FALSE,FALSE
100339,‘이상한 사람이다.’,,,,,FALSE,FALSE
100340,‘일이나 해야겠다.’,,,,,FALSE,FALSE
100341,‘커피 생각을 하니..’,,10174,,,FALSE,FALSE
100342,‘왠지 모르게 흙물 맛이 입에 퍼진다.’,,10174,,,FALSE,FALSE
100343,“이거 좋은 차군”,,10175,,,FALSE,FALSE
100344,“다과랑도 잘 어울리는 군”,,10175,,,FALSE,FALSE
100345,슈뢰딩거 박사에 대해 묻는다.,,10176,,2000009,FALSE,FALSE
100346,현재 물자상황에 대해 묻는다.,,10179,,2000009,FALSE,FALSE
100347,“정확히 어떤 일을 하고 있는지..”,,10177,,,FALSE,FALSE
100348,“알고 있는게 있나?”,,10177,,,FALSE,FALSE
100349,“즐길거리가 없는 전선에는..”,,10178,,,FALSE,FALSE
100350,“그런 소문이 즐길거리가 되긴 하지.”,,10178,,,FALSE,FALSE
100351,“고열량 식품이라..”,,10182,,,FALSE,FALSE
100352,“무슨 할 이야기가 있는가?”,,10182,,,FALSE,FALSE
100353,“그리고..”,,10180,,,FALSE,FALSE
100354,“계속해보게”,,10180,,,FALSE,FALSE
100355,‘안정된 보급이라..’,,10181,,,FALSE,FALSE
