ID,StoryPac,StoryNum,AnswerLeftID,AnswerRightID,BG_ID,SFX_ID,CharacterName,Text_kr,Text_en,Back_ID,CharacterImg_ID,Font_Direction
10024,1000001,10000002,100047,100048,100000001,Null,9,“상냥한 지휘관이군. 뭐 결국 선택은 자네가 하는 것이겠네만. 내 조언 하나 하겠네.”,,300000001,200000060,2000001
10025,1000001,10000002,100049,100050,100000001,Null,9,"“이 세상에 무고한 민간인이란 없네.
어떤 방식으로든 자기 정부를 위해 싸우고 있는 사람들이야.
죄없는 방관자들을 죽여도 신경 쓰지 말게.”",,300000001,200000060,2000001
10026,1000001,10000002,100051,100052,100000001,Null,9,"“모든 군인은 윤리적인 딜레마를 겪네.
하지만 모든 전쟁은 비윤리적이고 훌륭한 군인은 그런 고민을 하지 않아.
우린 매캐한 잔해 속에서 숯덩이로 발견된 적을 위해 울지 않아.”",,300000001,200000060,2000001
10027,1000001,10000002,100053,100054,100000001,Null,9,"“매번 전쟁터에 나가 많은 이를 죽였지만, 이걸 즐기지는 않았네.
단지 난 사랑하는 사람들이 죽지 않게 하기위해 다른 누군가를 죽인 원시세계의 일원이었네.”",,300000001,200000060,2000001
10028,1000001,10000003,100055,100056,100000001,Null,Null,전쟁이 계속되던 어느날. 박사는 소개해 줄 사람이 있다며 나를 찾아왔다.,,300000001,Null,2000001
10029,1000001,10000003,100057,100058,100000001,Null,2,"“먼저 말해 두겠는데. 지휘관. 이자는 우리가 아는 쟈펜에서 온 자가 아니네.
쟈펜이 연합국에 속한 세계에서 온 자야.”",,300000001,200000006,2000001
10030,1000001,10000003,100059,100060,100000001,Null,2,“설명 하려면 좀 긴 이야기네. 아무튼 이쪽은 나가이 나가요시 교수네.”,,300000001,200000006,2000001
10031,1000001,10000003,100061,100062,100000001,Null,10,"“솔직히 놀랐습니다. 슈뢰딩거 박사의 이야기는 듣긴 했지만..
이곳에서는 적인 저에게 먼저 악수를 청해주시다니.”",,300000001,200000062,2000001
10032,1000001,10000003,100063,100064,100000001,Null,10,"“자..잠시만.. 이 곳에서는 저희가 적일지 몰라도..
제가 온 세계에서는 같은 편입니다. 저는 아군으로서 이곳에 온 것 입니다!”",,300000001,200000063,2000001
10033,1000001,10000003,100065,100066,100000001,Null,10,"“그.. 일단 저희 세계에서의 쟈펜은 메이지 유신을 통해 아미리칸의 원조를 받고 성장해
2차 대전에도 아미리칸과 같이 연합국으로 참전했습니다.”",,300000001,200000062,2000001
10034,1000001,10000003,100067,100068,100000001,Null,10,"“아 지금 이 약물은 암페토민이라는 약물입니다. 일종의 각성제.. 자극제 같은 거죠.
병사들에게 투여한 결과 높은 전투 효율을 불러 일으켰습니다.”",,300000001,200000062,2000001
10035,1000001,10000003,100069,100070,100000001,Null,10,"“부작용이랄까.. 그 너무 많은 양을 투여하게 되면 도파민 체계가 무너져
극심한 중독증세를 겪을 수 있습니다.”",,300000001,200000062,2000001
10036,1000001,10000003,100071,100072,100000001,Null,10,"“그래서 적정량만 투여해야 한다는 것입니다.
적정량만 잘 지키신다면 중독증세 없이 높은 전투 효율을 보실 수 있습니다.”",,300000001,200000062,2000001
10037,1000001,10000003,100073,100074,100000001,Null,10,“저에 대한 믿음을 말하는 것 입니까? 이 약물에 대한 것 입니까?”,,300000001,200000062,2000001
10038,1000001,10000003,100075,100076,100000001,Null,10,"“저는 천식으로 괴롭힘 당하던 유년시절을 보냈습니다.
이 약을 만든 것도 천식치료제를 만들다 우연히 만들었죠.
제가 돕는 이유는.. 그냥 괴롭힘이 싫어서 입니다.”",,300000001,200000062,2000001
10039,1000001,10000003,100077,100078,100000001,Null,10,"“저희 세계에서는 암페토민이 보급되고 전세가 우월해 졌습니다.
이를 지금 바로 증명하는 것은 힘드나.. 슈뢰딩거 박사가 보증할 수 있을 것 입니다.”",,300000001,200000062,2000001
10040,1000001,10000004,100079,100080,100000001,Null,Null,전쟁이 계속되던 어느날. 박사는 소개해 줄 사람이 있다며 나를 찾아왔다.,,300000001,Null,2000001
10041,1000001,10000004,100081,100082,100000001,Null,11,"“이야.. 뭐 세상이 엄청나게 변해부렸네잉.. 아 슈뢰딩거 자네 발명품도 좀 있다 함 보자고”
박사가 입을 열기도 전에 턱수염이 수북한 정장을 입은 남성이 악수를 권해 온다.",,300000001,200000064,2000001
10042,1000001,10000004,100083,100084,100000001,Null,11,"“아차차차! 내 정신 좀 봐라잉.. 이리 깜빡해버리네.. 알프레드 노벨이라고 하네.
스이든의 화학자이자 발명가.. 뭐 기술자도 하고 기업도 있고 자선사업도 쪼꼼하고 그렇네.”",,300000001,200000064,2000001
10043,1000001,10000004,100085,100086,100000001,Null,2,“이 분이라면 강화탄을 만드는 것에 도움을 주실 수 있을 걸세.”,,300000001,200000006,2000001
10044,1000001,10000004,100087,100088,100000001,Null,11,"“지금 제일 궁금한건 슈뢰딩거 양반이 우리집에 타고 온 그 빛나는 터널인데 말이여..
흠.. 여기서 지금 뭘 더 개량 하고 싶은겨?”",,300000001,200000064,2000001
10045,1000001,10000004,100089,100090,100000001,Null,11,"“이야.. 뭐 코일건은 이때나 저때나 크게 안변하는 구만. 으디보자.. 기본 탄환보다는 작고만..
여 뒤에다 화약을 담아서 기본 탄환 사이즈로 만들어.”",,300000001,200000064,2000001
10046,1000001,10000004,100091,100092,100000001,Null,11,"“에헤이.. 하수네 하수여.. 작다고 다 빠르나? 로케뜨 알지? 발사될 때 분리 되잖여?
그렇게 하는겨~ 탄환 입장에서는 밀어주는 빠워가 2번이나 있는거지.”",,300000001,200000064,2000001
10047,1000001,10000004,100093,100094,100000001,Null,11,"“코일건도 어느정도 개조 해야 할껴. 안정적으로 쓰려면. 내가 쪼꼼 설계도 그려주고 갈께.”
노벨은 내 자리에 있던 다과를 한움쿰 집어 나갔다.",,300000001,200000064,2000001
10048,1000001,10000004,100095,100096,100000001,Null,11,"“흠.. 총알 모양도 좀 더 유선형으로다가..
그 뭐시냐 물꼬기 마냥 말이여. 내가 쪼꼼 설계도 손 봐주고 가겠네.”
노벨은 내 자리에 있던 다과를 한움쿰 집어 나갔다.",,300000001,200000064,2000001
10049,1000001,10000004,100097,100098,100000001,Null,11,"“어따..코일건은 안건들고 화력만 높힌다라.. 어찌 이런 시련을 주는겐가?
흠.. 결국 이 총알을 박아 넣는 힘이 강해야 한다는거 아녀?”",,300000001,200000064,2000001
10050,1000001,10000004,100099,100100,100000001,Null,11,"“일단 총열에서도 회전하게끔 나선형으로 만들고.. 총알도 나선형으로 만들고..
아 탄이 스스로 폭발하게끔 하는 타이머나 이런게 있는겨?”",,300000001,200000064,2000001
10051,1000001,10000004,100101,100102,100000001,Null,11,"“안댜.. 그건 우리 편도 위험하잖여..
여 총기 압력을 높히는 걸로 하게. 내가 쪼꼼 설계도 그려주고 갈께.”
노벨은 내 자리에 있던 다과를 한움쿰 집어 나갔다.",,300000001,200000064,2000001
10052,1000001,10000004,100103,100104,100000001,Null,11,"“어따.. 역시 미래는 좋구만.. 이런 기술 있었으면 광산 노동자들이 다치는 일은 적었을 껀디..
내가 설계도 쪼꼼 봐주고 갈테니까.”
노벨은 내 자리에 있던 다과를 한움쿰 집어 나갔다.",,300000001,200000064,2000001
10053,1000001,10000005,100105,100106,100000001,Null,Null,전쟁이 계속되던 어느날. 박사는 소개해 줄 사람이 있다며 나를 찾아왔다.,,300000001,Null,2000001
10054,1000001,10000005,100107,100108,100000001,Null,2,“최근 전술 관련해서 고민이 많은 것으로 아네. 이 분과 이야기를 좀 해보면 어떠한가?”,,300000001,200000006,2000001
10055,1000001,10000005,100109,100110,100000001,Null,Null,“리지웨이 준장님 아니십니까!”,,300000001,Null,2000001
10056,1000001,10000005,100111,100112,100000001,Null,2,"“아. 이분은 지금 전쟁이 끝나고 다른 전쟁에 활약 중이신 분이네.
즉 미래의 리지웨이 장군님이란 말이지.”",,300000001,200000006,2000001
10057,1000001,10000005,100113,100114,100000001,Null,12,"“나도 놀랐네. 한국 전쟁에서 한창 싸우고 있는데 갑자기 허공에서 빛나는 터널과
사람이 나타나다니 말이야. 그럼 인사는 했으니 전선을 한번 볼까?”",,300000001,200000065,2000001
10058,1000001,10000005,100115,100116,100000001,Null,12,“나도 이러한 경험이 있네.. 이때 무엇으로 그 상황을 타개 할 수 있는지가 가장 중요하네.”,,300000001,200000065,2000001
10059,1000001,10000005,100117,100118,100000001,Null,12,“좋네. 그럼 그 화력을 이용해 적을 부숴버려야지.”,,300000001,200000065,2000001
10060,1000001,10000005,100119,100120,100000001,Null,12,"“주변 부대에서 가용 가능한 포병부대를 10여 개 및 예비 포병대대를 요청하게.
확실하게 허리를 끊어 놓아야 하네.”",,300000001,200000065,2000001
10061,1000001,10000005,100121,100122,100000001,Null,12,"“지금 이게 가용 가능한 자주포 부대인가? 흠.. 이정도면 괜찮겠군..
그래도 확실하게 허리를 끊어 놓으려면.. 주변 부대에서 최대한 자주포 부대를 요청하게.”",,300000001,200000065,2000001
10062,1000001,10000005,100123,100124,100000001,Null,12,"“사기가 떨어진 장병을 추스르기 위해서는 전투에서 승전하는 것이
가장 좋은 방법이네. 자네는 주로 어떤 전술을 쓰나?”",,300000001,200000065,2000001
10063,1000001,10000005,100125,100126,100000001,Null,12,“좋네. 나와 잘 통하겠군. 일단 자네 주변에 공세 전략을 선호하는 지휘관들이 있나?”,,300000001,200000065,2000001
10064,1000001,10000005,100127,100128,100000001,Null,12,"“잘됐군. 한 부대에서만 나선다고 허리를 끊을 수 없네.
당장 해당 지휘관들과 작전 논의를 하세.”",,300000001,200000065,2000001
10065,1000001,10000005,100129,100130,100000001,Null,12,"“아쉽군.. 일단 가능한한 자네의 공세 전략을 함께할 자들을 찾고
그 자들과 함께 작전을 펼쳐야 하네. 내가 어느정도 밑바탕은 그려주고 가겠네.”",,300000001,200000065,2000001
10066,1000001,10000005,100131,100132,100000001,Null,12,“그렇군. 내 전략과는 반대군 그래. 좋은 방법을 알려주겠네. 출혈 전략을 이용하게.”,,300000001,200000065,2000001
10067,1000001,10000005,100133,100134,100000001,Null,12,"“계속 방어 하며 적의 보급을 갉아 먹는 것일세.
적들에게 계속 조금씩 타격을 주고 빈틈이 보이면 그때 큰한번을 날리게.”",,300000001,200000065,2000001
10068,1000001,10000006,100135,100136,100000001,Null,2,"전쟁이 계속되던 어느날. 박사는 소개해 줄 사람이 있다며 나를 찾아왔다.
“최근 전술 관련해서 고민이 많은 것으로 아네. 이 분과 이야기를 좀 해보면 어떠한가?”",,300000001,200000006,2000001
10069,1000001,10000006,100137,100138,100000001,Null,13,"“반갑습니다. 대령님. 저는 특공대 기술 교관이자
프란츠 태러 방 특별작전부대의 지휘관인 크리스티안 프로토입니다.”",,300000001,200000066,2000001
10070,1000001,10000006,100139,100140,100000001,Null,13,"“저는 1976년의 프란츠에서 왔습니다.
슈뢰딩거 박사님께서 지금 대령님에게 힘이 되줄 수 있다는 말을 듣고 찾아 왔습니다.”",,300000001,200000066,2000001
10071,1000001,10000006,100141,100142,100000001,Null,13,“만나뵙게 되어서 영광입니다. 대령님. 그런데 생각보다 놀라지 않으시는 군요.”,,300000001,200000066,2000001
10072,1000001,10000006,100143,100144,100000001,Null,Null,"“이번 작전에 대한 이야기 입니다만..
연합국과의 연계로 진행 될 계획이며 보급공장을 타격 하는 것 입니다만..”",,300000001,Null,2000001
10073,1000001,10000006,100145,100146,100000001,Null,13,"“그렇군요. 저희 부대가 하는 것이 구출과 진압이기 때문에
전술적인 도움을 드릴 수 있을 것 같습니다.”",,300000001,200000066,2000001
10074,1000001,10000006,100147,100148,100000001,Null,13,"“대부분 펄스건으로 무장하고 있군요. EMP 방지는 되어있을 테니
과전류를 일으켜 작동 불능으로 만들어 제압하는 것으로 해야 하겠습니다.”",,300000001,200000066,2000001
10075,1000001,10000006,100149,100150,100000001,Null,13,"“네. 아군은 전자장비를 최소화하고 과전류 폭탄은 한정적이니
건물 자체에 과전류를 일으키게 해야 할 것 같습니다.”",,300000001,200000066,2000001
10076,1000001,10000006,100151,100152,100000001,Null,13,“시설을 보니 좁은 구간이 있군요. 침투 작전을 펼치기엔 그리 좋지 않은 환경입니다.”,,300000001,200000066,2000001
10077,1000001,10000006,100153,100154,100000001,Null,13,"“인원은 적의 수를  고려해 1개 부대가 1차 침투,
그리고 각기 다른 2개의 부대가 대기 후 진입하는 것으로 하면 될 것 같습니다.",,300000001,200000066,2000001
10078,1000001,10000006,100155,100156,100000001,Null,13,"“3개의 부대로 나누어 1차로 지붕을 통해 들어가고
2개의 부대가 대기 후 각기 다른 입구로 침투 하면 좋을 것 같습니다.”",,300000001,200000066,2000001
10079,1000001,10000006,100157,100158,100000001,Null,13,"“저희 부대는 대테러에 중점을 두고 있기 때문에 최대한 진압을 목표로 하고 있습니다.
제가 전술적인 도움이 될 것 같습니다.”",,300000001,200000066,2000001
10080,1000001,10000006,100159,100160,100000001,Null,13,"“시설은 연구단지이군요. 무기 관련 연구단지로 보이는데..
침투시 위험할 수 있는 것들이 좀 있어 보입니다.”",,300000001,200000066,2000001
10081,1000001,10000006,100161,100162,100000001,Null,13,"“일단 옥상을 통해 윗층에 있는 서버룸과 중앙 감시실을 먼저 확보한 후
다른 부대의 침투를 진행 하는 것이 좋아보입니다.”",,300000001,200000066,2000001
10082,1000001,10000006,100163,100164,100000001,Null,13,“해당 박사를 확보해야 하는 작전이군요. 일단 박사의 위치와 상황은 저희가 알고 있습니까?”,,300000001,200000066,2000001
10083,1000001,10000006,100165,100166,100000001,Null,13,"“현재 상황을 종합해보니 빠르게 박사를 확보해야 하는 상황이군요.
그럼 일단 천장과 뒷문으로 한부대씩 침투를 시작해 양동작전으로 가야 할 것 같습니다.”",,300000001,200000066,2000001
10084,1000001,10000006,100167,100168,100000001,Null,13,"“아직 상황을 모르는 것이면..
윗층의 서버룸과 중앙 감시실을 먼저 확보하는 것이 중요할 것 같습니다.”",,300000001,200000066,2000001
10085,1000001,10000007,100169,100170,100000001,Null,Null,전쟁이 계속되던 어느날. 박사는 소개해 줄 사람이 있다며 나를 찾아왔다.,,300000001,Null,2000001
10086,1000001,10000007,100171,100172,100000001,Null,14,"“반갑소. 지휘관 니콜라 테슬라라고 합니다.”
멀끔한 정장을 입은 남성이 악수를 권했다.",,300000001,200000067,2000001
10087,1000001,10000007,100173,100174,100000001,Null,14,"“슈뢰딩거 박사의 요청으로 일단 오긴 했습니다만..
슈뢰딩거의 발명품은 조잡해서.. 할 일이 많아지지 않을까 싶군요.”",,300000001,200000067,2000001
10088,1000001,10000007,100175,100176,100000001,Null,14,“뭐.. 저자와는 일단 솔베이에 같이 소속되어 있으니까요. 일단 어디 장비들이나 한번 볼까요.”,,300000001,200000067,2000001
10089,1000001,10000007,100177,100178,100000001,Null,14,"“흠.. 이거 이거.. 이럴 줄 알았어.
슈뢰딩거 이거 보게 이렇게 해두면 에너지 효율이 엉망이 된다니까.”",,300000003,200000068,2000001
10090,1000001,10000007,100179,100180,100000001,Null,14,“펄스건과 에너지 실드 등에 쓰이는 대용량 보조 배터리 팩이라고 보면 됩니다.”,,300000003,200000067,2000001
10091,1000001,10000007,100181,100182,100000001,Null,14,"“작은 가방처럼 등뒤에 부착하고
여기 나와있는 선을 사용할 장비에 연결해 에너지 보충 및 출력을 높이는 겁니다.”",,300000003,200000067,2000001
10092,1000001,10000007,100183,100184,100000001,Null,14,"“음.. 회로를 좀 만지고.. 몇 가지만 더 달면.. 그럼 의도적으로 과부하를 일으켜
출력을 일시적으로 확 높이는 것도 가능하겠군요. 제가 슈뢰딩거에게 일러두겠습니다.”",,300000003,200000068,2000001
10093,1000001,10000007,100185,100186,100000001,Null,14,"“의도적으로 과부하를 일으키면서 안정성을 높인다라..
뭐 여기서 조금만 손대면 가능할 것 같네요. 제가 슈뢰딩거에게 일러두겠습니다.”",,300000003,200000067,2000001
10094,1000001,10000007,100187,100188,100000001,Null,14,"“쯧.. 슈뢰딩거.. 이거 보게 이러면 에너지 출력 안정성이 떨어진다니까..”
테슬라는 슈뢰딩거를 나무라는 듯 무기들을 가리키며 말한다.",,300000003,200000068,2000001
10095,1000001,10000007,100189,100190,100000001,Null,14,"“뭐 슈뢰딩거의 전문 분야는 기계공학이 아니니까 그러려니 하지만..
이건 보아하니 레일건 이군요.”",,300000003,200000067,2000001
10096,1000001,10000007,100191,100192,100000001,Null,14,"“흠.. 이쪽 파이프를 좀 짧고 얇은 것으로 바꾸고..
레버의 위치, 회로, 전선 모두 조잡한데.. 이걸 좀 만져야 겠네요.”",,300000003,200000068,2000001
10097,1000001,10000007,100193,100194,100000001,Null,14,"“아마 그럼 매번은 아니더라도 안정적으로 과부하로 출력을 높일 수 있을 겁니다.
제가 슈뢰딩거에게 일러두겠습니다.”",,300000003,200000067,2000001
10098,1000001,10000007,100195,100196,100000001,Null,14,“의도적으로 에너지 출력을 높여서 과부하를 일으키면서 안정성을 유지해야겠군요.”,,300000003,200000067,2000001
10099,1000001,10000007,100197,100198,100000001,Null,14,"“여기서 조금 회로를 만지고 케이블을 바꿔야 하긴 하지만 오래 걸리지는 않을 것 같습니다.
제가 슈뢰딩거에게 일러두겠습니다.”",,300000003,200000067,2000001
10100,1000001,10000007,100199,100200,100000001,Null,14,"“그건 안됩니다. 모든 발명품은 인간을 이롭게하고 안전하게 사용할 수 있어야 합니다.
일단 과부화 관련해서는 슈뢰딩거에게 일러두겠습니다.”",,300000003,200000067,2000001
10101,1000001,10000008,100201,100202,100000001,Null,Null,전쟁이 계속되던 어느날. 박사는 소개해 줄 사람이 있다며 나를 찾아왔다.,,300000001,Null,2000001
10102,1000001,10000008,100203,100204,100000001,Null,2,“어.. 이미 자네 옆에 와있네.”,,300000001,200000006,2000001
10103,1000001,10000008,100205,100206,100000001,Null,15,“반갑소. 하산 사바흐요.”,,300000001,200000069,2000001
10104,1000001,10000008,100207,100208,100000001,Null,2,“아주 먼 과거에서 온 자인데 병사들의 훈련에 도움이 되지 않을까 해서 모셔왔네.”,,300000001,200000006,2000001
10105,1000001,10000008,100209,100210,100000001,Null,15,"“잠입, 암행, 암습, 암살.”",,300000001,200000069,2000001
10106,1000001,10000008,100211,100212,100000001,Null,Null,"하산은 소집된 병사들을 보며 한명씩 골라내기 시작했고
곧 20명 정도의 병사들을 추려냈다.",,300000001,Null,2000001
10107,1000001,10000008,100213,100214,100000001,Null,Null,하산의 훈련 방식은 굉장히 잔인하고 비인간적이다.,,300000001,Null,2000001
10108,1000001,10000008,100215,100216,100000001,Null,15,"“미래의 병사들은 매우 부드러워졌군. 적에게도 부드러울 순 없네.”
하산은 훈련을 계속 진행 한다.",,300000001,200000069,2000001
10109,1000001,10000008,100217,100218,100000001,Null,15,"“강인한 정신이 곧 강인한 군인을 만든다.
내가 교관이 되었으니 그대들은 강인한 군인으로 다시 태어날 것이다.”",,300000001,200000069,2000001
10110,1000001,10000008,100219,100220,100000001,Null,Null,하산은 말없이 눈빛을 보내며 자신만 믿으라는 것 같다.,,300000001,Null,2000001
10111,1000001,10000008,100221,100222,100000001,Null,Null,하산이 떠난 후 병사들의 눈빛은 무언가 굉장히 매서워졌다.,,300000001,Null,2000001
10112,1000001,10000009,100223,100224,100000001,Null,Null,전쟁이 계속되던 어느날. 박사는 소개해 줄 사람이 있다며 나를 찾아왔다.,,300000001,Null,2000001
10113,1000001,10000009,100225,100226,100000001,Null,2,"“아 지휘관 이분은 아주 먼 과거 중국에서 오신 분이네. 손빈님이시네.”
박사의 옆쪽 손을 가지런히 모은 남성은 옅은 미소와 함께 고개를 숙여 인사한다.",,300000001,200000006,2000001
10114,1000001,10000009,100227,100228,100000001,Null,34,"“반갑소. 이세계의 지휘관이여. 소인은 손빈이라고 하오.
옆에 기묘한 힘을 가진 슈뢰딩거 박사 덕분에 이세계에 당도 할 수 있었소.”",,300000001,200000070,2000001
10115,1000001,10000009,100229,100230,100000001,Null,34,"“소상은 제나라의 전략가이오. 정말 이곳은 별천지로 군요.
이것이 지휘관이 사용하는 전술판인 것이오?”
손빈은 홀로그램으로 띄워놓은 전황판을 가리켰다.",,300000001,200000070,2000001
10116,1000001,10000009,100231,100232,100000001,Null,34,"“허허허. 소상도 아직 부족하지만 전략가이니, 눈치챌 수 있었소.
청색이 아군이고.. 적색이 적군인가 보오.”",,300000001,200000071,2000001
10117,1000001,10000009,100233,100234,100000001,Null,34,“음.. 지휘관은 호랑이를 이길 수 있다면 한쪽 팔을 내어 줄 수 있겠소?”,,300000001,200000070,2000001
10118,1000001,10000009,100235,100236,100000001,Null,34,"“맞소. 작은 것을 내어주고 큰 것을 취한다. 이를 우리는 이대도강, 육참골단이라 칭하오.”",,300000001,200000070,2000001
10119,1000001,10000009,100237,100238,100000001,Null,34,"“가장 작지만 내어주고 전술의 우위를 가지고 올 수 있는 곳은..
지형적으로 이곳이 될 것 같소.”",,300000001,200000070,2000001
10120,1000001,10000009,100239,100240,100000001,Null,34,"“맞소. 모든 생명은 소중하오.
하지만 소중한 것을 모든걸 안고 가려고 한다면 더 많이 흘리게 될 것이오.”",,300000001,200000070,2000001
10121,1000001,10000009,100241,100242,100000001,Null,34,"“소상이 무심코 어려운 비유를 들었구려.
소상이 하려던 말은 작은 것을 내어주고 큰 것을 취하자는 말이었소.”",,300000001,200000070,2000001
10122,1000001,10000009,100243,100244,100000001,Null,34,"“소중한 것을 가득 실고 달리는 마차는 그것들을 더 많이 흘리는 법이오. 지휘관.
소상은 때로는 잃을 줄도 알아야 한다고 생각하오.”",,300000001,200000070,2000001
10123,1000001,10000009,100245,100246,100000001,Null,34,"“그렇소. 이곳은 지형적으로 주변의 산맥이 감싸고 있어 내어준다면
적의 보급, 또는 선봉의 부대를 끊어 낼 수 있을 것이오.”",,300000001,200000070,2000001
10124,1000001,10000010,100247,100248,100000001,Null,Null,전쟁이 계속되던 어느날. 박사는 소개해 줄 사람이 있다며 나를 찾아왔다.,,300000001,Null,2000001
10125,1000001,10000010,100249,100250,100000001,Null,2,"“요즘 병사들의 사기가 많이 떨어져 걱정이 많은거 아네.
지휘관. 그래서 먼로씨를 소개 해주려고 하네.”
박사의 오른편에 서있는 딱 붙는 분홍 드레스를 입은 여성은 우아하게 인사했다.",,300000001,200000006,2000001
10126,1000001,10000010,100251,100252,100000001,Null,35,"“마릴린 먼로 라고 해요. 한국전쟁의 아미리칸 군인들을 위해 위문 공연 중에
갑자기 슈뢰딩거씨가 나타나 얼마나 놀랐는지.”",,300000001,200000072,2000001
10127,1000001,10000010,100253,100254,100000001,Null,2,"“먼로씨는 사후, 먼 미래에도 심볼로 남을 정도로 사람들을 열광하게 하는 힘이 있네.
그녀라면 병사들의 사기를 증진 시킬 번뜩이는 아이디어가 있을걸세.”",,300000001,200000006,2000001
10128,1000001,10000010,100255,100256,100000001,Null,35,"“슈뢰딩거씨는 정말 좋은 이야기만 해주시네요.
부족함 많은 사람이지만 아이디어를 조금 내볼게요.”",,300000001,200000072,2000001
10129,1000001,10000010,100257,100258,100000001,Null,35,"먼로와 잠시 부대를 둘러보았다.
“저쪽에 단상에서는 주로 무엇을 하나요?”",,300000008,200000072,2000001
10130,1000001,10000010,100259,100260,100000001,Null,35,“혹시 좀 더 증설하여 크기를 키울 수 있나요? 마이크나 스피커도 교체하구요.”,,300000008,200000072,2000001
